customer_id,user_id,event_id,event_type,event_timestamp
4,172,2450,SIGN_IN,2020-06-10 02:46:41
6,175,1893,POSTURE_CHANGE,2020-09-22 07:25:05
8,112,1942,SIGN_IN,2020-08-27 02:37:29
8,7,8595,POSTURE_CHANGE,2020-03-30 17:38:38
4,118,7159,SIGN_IN,2020-04-08 19:40:37
3,211,2205,DATA_DOWNLOAD,2020-03-13 12:28:06
3,351,5147,SIGN_IN,2020-02-17 01:14:07
6,198,2611,DATA_DOWNLOAD,2020-08-18 17:02:13
7,87,8699,POSTURE_CHANGE,2020-05-06 00:23:01
2,99,8005,POSTURE_CHANGE,2020-02-25 19:40:30
7,346,1177,POSTURE_CHANGE,2020-09-17 20:25:41
7,266,3569,SIGN_IN,2020-02-04 10:24:15
6,156,9754,MAILFILTER,2020-10-26 05:46:34
10,235,9958,POSTURE_CHANGE,2020-09-12 07:15:24
7,81,4987,DATA_DOWNLOAD,2020-01-03 02:58:44
6,98,7978,POSTURE_CHANGE,2020-01-31 21:10:13
3,86,5640,DATA_DOWNLOAD,2020-12-06 15:00:10
8,134,8210,SIGN_IN,2020-10-10 22:58:13
4,148,7754,POSTURE_CHANGE,2020-04-12 10:53:26
3,384,1783,MAILFILTER,2020-11-18 23:54:28
6,206,1787,MAILFILTER,2020-06-13 08:12:32
3,282,6148,MAILFILTER,2020-09-16 14:49:10
10,242,6147,SIGN_IN,2020-07-04 10:36:17
7,270,4479,MAILFILTER,2020-11-09 23:27:39
4,28,3986,SIGN_IN,2020-12-30 23:20:32
1,13,2797,DATA_DOWNLOAD,2020-06-30 21:03:21
8,109,7761,DATA_DOWNLOAD,2020-12-12 08:52:53
6,151,3533,MAILFILTER,2020-02-10 11:59:01
6,129,4919,DATA_DOWNLOAD,2020-07-31 20:52:26
10,178,8413,MAILFILTER,2020-06-03 02:23:17
10,137,4909,POSTURE_CHANGE,2020-02-23 15:05:12
8,218,4458,MAILFILTER,2020-05-13 11:56:40
4,203,7164,POSTURE_CHANGE,2020-10-17 00:41:32
4,112,5112,MAILFILTER,2020-01-13 17:20:27
7,361,8651,SIGN_IN,2020-05-25 06:30:39
4,125,1659,MAILFILTER,2020-08-20 20:30:31
8,161,1730,SIGN_IN,2020-01-21 10:56:20
8,102,6846,MAILFILTER,2020-08-27 17:34:49
6,123,2669,MAILFILTER,2020-12-24 09:55:07
10,69,2065,DATA_DOWNLOAD,2020-03-08 11:53:44
2,49,4081,POSTURE_CHANGE,2020-05-09 06:42:34
3,273,9761,DATA_DOWNLOAD,2020-02-22 00:20:36
3,159,3397,DATA_DOWNLOAD,2020-01-18 05:45:03
3,305,6801,MAILFILTER,2020-09-29 10:10:17
3,219,9331,MAILFILTER,2020-06-27 08:17:24
4,117,6145,SIGN_IN,2020-09-21 10:43:32
3,75,2029,SIGN_IN,2020-03-27 12:13:48
3,254,3797,DATA_DOWNLOAD,2020-11-29 11:45:11
6,60,9974,DATA_DOWNLOAD,2020-08-20 19:44:10
6,193,4895,DATA_DOWNLOAD,2020-07-05 08:11:59
3,395,8320,DATA_DOWNLOAD,2020-04-22 09:19:40
10,184,3557,MAILFILTER,2020-11-04 11:31:11
7,5,2183,MAILFILTER,2020-04-30 06:20:21
6,152,2673,MAILFILTER,2020-10-25 11:09:20
7,319,9349,MAILFILTER,2020-04-08 14:11:13
7,368,8244,SIGN_IN,2020-01-31 10:35:39
4,37,4378,MAILFILTER,2020-08-04 21:56:03
6,72,8590,SIGN_IN,2020-08-28 20:38:16
1,14,5117,MAILFILTER,2020-02-23 22:12:53
6,68,7971,DATA_DOWNLOAD,2020-05-20 22:50:27
10,246,5289,MAILFILTER,2020-08-08 11:14:18
3,306,3714,MAILFILTER,2020-05-19 07:30:36
8,102,3421,MAILFILTER,2020-05-21 05:23:06
10,204,7778,SIGN_IN,2020-01-08 01:35:20
3,100,4914,MAILFILTER,2020-03-04 22:50:00
7,284,8318,SIGN_IN,2020-07-28 17:12:56
7,279,1313,DATA_DOWNLOAD,2020-11-01 19:22:24
3,212,8918,SIGN_IN,2020-12-01 07:34:27
8,180,3026,POSTURE_CHANGE,2020-07-12 01:15:42
6,125,2798,DATA_DOWNLOAD,2020-09-04 18:23:22
7,305,3253,SIGN_IN,2020-01-10 18:20:20
4,267,6169,DATA_DOWNLOAD,2020-01-15 08:29:10
6,2,3558,MAILFILTER,2020-05-28 20:59:37
6,95,1486,DATA_DOWNLOAD,2020-07-26 22:54:08
9,44,7989,POSTURE_CHANGE,2020-03-02 14:56:19
2,53,2442,MAILFILTER,2020-10-14 08:45:16
4,189,6825,DATA_DOWNLOAD,2020-05-24 01:03:23
7,96,9826,SIGN_IN,2020-08-23 07:39:44
7,289,6771,POSTURE_CHANGE,2020-04-23 10:53:55
4,91,4505,MAILFILTER,2020-03-21 22:53:02
7,308,5582,POSTURE_CHANGE,2020-10-29 21:48:39
9,27,5663,SIGN_IN,2020-09-28 19:36:34
6,47,6966,MAILFILTER,2020-09-03 17:13:48
10,57,2747,SIGN_IN,2020-05-19 01:45:34
2,140,1548,MAILFILTER,2020-08-15 05:41:31
6,100,7292,DATA_DOWNLOAD,2020-03-29 08:43:57
7,244,3653,SIGN_IN,2020-06-18 15:06:45
10,183,2692,DATA_DOWNLOAD,2020-05-23 03:59:01
4,27,4478,DATA_DOWNLOAD,2020-05-11 02:10:42
7,178,4152,MAILFILTER,2020-05-24 04:26:13
7,187,4853,DATA_DOWNLOAD,2020-11-07 16:14:43
6,131,6787,DATA_DOWNLOAD,2020-04-29 06:42:20
2,200,2522,MAILFILTER,2020-12-12 07:21:54
10,123,2882,DATA_DOWNLOAD,2020-10-13 13:50:44
7,137,1898,DATA_DOWNLOAD,2020-08-22 22:21:09
2,67,2032,MAILFILTER,2020-12-09 19:55:54
3,326,4518,SIGN_IN,2020-11-03 21:06:30
2,172,4915,DATA_DOWNLOAD,2020-09-09 05:27:21
8,104,4012,SIGN_IN,2020-07-12 17:06:31
3,55,1200,POSTURE_CHANGE,2020-01-30 18:08:33
6,166,9104,MAILFILTER,2020-10-04 14:15:47
8,87,2728,POSTURE_CHANGE,2020-02-05 07:20:44
1,1,3246,POSTURE_CHANGE,2020-08-21 21:26:11
3,14,2106,DATA_DOWNLOAD,2020-07-26 10:54:28
10,48,2468,DATA_DOWNLOAD,2020-10-03 14:15:41
2,90,4998,POSTURE_CHANGE,2020-04-29 20:24:33
8,22,1090,MAILFILTER,2020-04-27 19:30:50
2,115,9631,SIGN_IN,2020-09-06 00:20:30
3,153,7541,DATA_DOWNLOAD,2020-03-25 14:28:35
8,31,4788,DATA_DOWNLOAD,2020-01-14 11:01:03
8,25,9381,POSTURE_CHANGE,2020-10-15 13:06:13
1,9,9735,POSTURE_CHANGE,2020-03-16 16:54:08
7,364,7777,SIGN_IN,2020-12-24 06:48:34
10,46,4326,SIGN_IN,2020-03-17 13:56:08
7,115,3429,POSTURE_CHANGE,2020-02-12 21:05:56
7,386,8628,MAILFILTER,2020-10-06 23:03:19
2,140,2734,MAILFILTER,2020-06-08 13:19:08
2,97,9238,MAILFILTER,2020-03-14 07:28:52
3,43,6230,MAILFILTER,2020-02-09 19:58:58
10,62,6256,DATA_DOWNLOAD,2020-10-04 11:40:31
7,95,7870,SIGN_IN,2020-05-19 00:14:46
8,74,3071,MAILFILTER,2020-11-17 16:22:17
3,253,8428,MAILFILTER,2020-08-12 15:59:45
7,330,8299,SIGN_IN,2020-07-23 04:52:41
2,159,9413,POSTURE_CHANGE,2020-10-30 03:58:59
1,20,8717,MAILFILTER,2020-09-17 15:13:39
3,14,5618,SIGN_IN,2020-02-28 02:21:59
6,86,5026,POSTURE_CHANGE,2020-06-07 22:38:44
4,76,1164,MAILFILTER,2020-07-16 01:06:19
6,46,8539,POSTURE_CHANGE,2020-08-10 06:19:38
7,159,7124,POSTURE_CHANGE,2020-08-24 08:30:39
3,224,5293,DATA_DOWNLOAD,2020-05-21 06:30:43
3,170,5832,POSTURE_CHANGE,2020-12-25 02:56:36
10,130,7792,DATA_DOWNLOAD,2020-10-17 20:33:31
6,141,5490,SIGN_IN,2020-11-22 15:27:16
6,138,5689,MAILFILTER,2020-03-26 13:36:43
10,12,9084,POSTURE_CHANGE,2020-06-17 01:50:30
7,41,8390,MAILFILTER,2020-01-01 03:56:31
10,230,3984,SIGN_IN,2020-08-25 09:53:35
2,186,5125,DATA_DOWNLOAD,2020-01-23 01:59:17
3,171,7202,MAILFILTER,2020-04-09 12:51:47
6,39,1712,POSTURE_CHANGE,2020-07-28 22:35:05
7,131,2078,POSTURE_CHANGE,2020-10-29 08:42:09
6,135,4811,MAILFILTER,2020-11-30 03:56:17
9,16,9940,POSTURE_CHANGE,2020-09-10 16:53:42
7,136,4671,DATA_DOWNLOAD,2020-07-01 23:34:06
7,258,6674,DATA_DOWNLOAD,2020-04-13 13:51:19
3,279,1367,SIGN_IN,2020-07-01 14:52:35
9,15,5557,POSTURE_CHANGE,2020-01-18 12:41:44
8,180,8834,MAILFILTER,2020-06-13 23:36:13
7,63,7849,SIGN_IN,2020-08-28 19:00:40
10,284,7964,POSTURE_CHANGE,2020-01-05 23:02:28
3,338,4294,MAILFILTER,2020-02-01 21:13:54
2,173,8415,SIGN_IN,2020-06-20 06:01:13
10,208,6445,POSTURE_CHANGE,2020-06-08 09:41:12
3,295,9923,SIGN_IN,2020-05-20 14:07:48
7,322,4706,SIGN_IN,2020-07-09 12:57:20
7,80,6261,SIGN_IN,2020-09-07 07:47:44
2,89,1623,DATA_DOWNLOAD,2020-07-20 06:19:25
7,160,7655,MAILFILTER,2020-04-09 16:31:50
4,44,2129,DATA_DOWNLOAD,2020-02-12 23:32:10
6,98,3267,DATA_DOWNLOAD,2020-05-03 19:27:13
1,7,3920,DATA_DOWNLOAD,2020-08-04 08:29:53
3,304,4358,SIGN_IN,2020-10-12 10:09:23
10,127,9915,SIGN_IN,2020-02-22 17:35:39
10,277,6141,MAILFILTER,2020-12-18 16:30:13
3,46,5912,MAILFILTER,2020-09-23 06:35:46
7,244,7645,POSTURE_CHANGE,2020-05-31 08:25:02
10,11,7744,SIGN_IN,2020-02-16 19:42:27
6,163,2508,MAILFILTER,2020-12-23 11:22:37
1,39,6753,MAILFILTER,2020-11-13 17:07:12
7,299,3319,DATA_DOWNLOAD,2020-11-16 01:14:05
3,145,4320,MAILFILTER,2020-06-14 18:13:39
7,137,1653,DATA_DOWNLOAD,2020-04-28 00:31:39
3,361,2539,SIGN_IN,2020-07-30 13:54:09
5,2,2063,POSTURE_CHANGE,2020-12-11 17:36:15
3,179,1488,DATA_DOWNLOAD,2020-08-24 02:55:35
3,273,3457,POSTURE_CHANGE,2020-05-09 21:10:37
2,185,3689,DATA_DOWNLOAD,2020-02-08 19:12:34
3,1,9141,POSTURE_CHANGE,2020-05-15 03:16:55
10,41,6671,DATA_DOWNLOAD,2020-08-02 19:17:16
4,200,5243,DATA_DOWNLOAD,2020-05-09 12:25:27
4,165,3617,MAILFILTER,2020-11-06 19:48:32
4,134,2267,POSTURE_CHANGE,2020-04-13 20:43:03
10,60,1658,SIGN_IN,2020-08-09 20:48:56
3,356,7877,MAILFILTER,2020-11-27 08:23:48
2,36,3414,DATA_DOWNLOAD,2020-07-07 16:43:15
3,25,5850,MAILFILTER,2020-05-06 02:03:01
7,382,2107,POSTURE_CHANGE,2020-06-29 17:46:02
4,130,9317,POSTURE_CHANGE,2020-12-09 12:43:30
8,153,4512,SIGN_IN,2020-01-19 14:43:58
8,128,1508,DATA_DOWNLOAD,2020-03-13 01:08:17
6,192,2467,SIGN_IN,2020-09-24 15:01:28
1,12,7770,MAILFILTER,2020-04-17 11:50:32
4,30,2837,POSTURE_CHANGE,2020-05-30 21:21:19
10,118,2047,MAILFILTER,2020-09-23 00:23:45
6,212,3731,DATA_DOWNLOAD,2020-10-29 08:08:16
7,161,1621,SIGN_IN,2020-04-10 16:47:34
4,2,6278,DATA_DOWNLOAD,2020-10-26 03:18:41
6,181,4367,SIGN_IN,2020-11-21 05:40:11
2,184,5337,MAILFILTER,2020-09-23 09:14:53
7,219,2909,SIGN_IN,2020-02-23 07:46:27
7,302,6923,POSTURE_CHANGE,2020-01-04 07:39:55
7,373,2125,POSTURE_CHANGE,2020-01-02 03:27:32
10,135,4789,DATA_DOWNLOAD,2020-01-03 04:47:41
3,360,2168,DATA_DOWNLOAD,2020-12-15 14:09:53
6,13,4830,POSTURE_CHANGE,2020-03-21 08:39:30
3,232,2651,SIGN_IN,2020-06-01 11:56:10
3,174,2429,SIGN_IN,2020-07-29 17:54:48
1,36,9542,DATA_DOWNLOAD,2020-07-10 07:12:48
8,202,3512,SIGN_IN,2020-10-14 18:51:59
3,307,6868,POSTURE_CHANGE,2020-12-09 22:23:40
3,162,4557,SIGN_IN,2020-08-29 20:23:39
4,245,5167,POSTURE_CHANGE,2020-07-22 16:43:28
7,206,4083,SIGN_IN,2020-08-17 14:06:29
4,90,5408,POSTURE_CHANGE,2020-07-18 10:24:58
9,2,8358,DATA_DOWNLOAD,2020-05-05 03:31:51
3,328,3350,MAILFILTER,2020-01-11 14:08:42
7,87,9350,DATA_DOWNLOAD,2020-10-01 04:18:55
2,6,4480,DATA_DOWNLOAD,2020-11-10 04:41:26
2,28,3370,POSTURE_CHANGE,2020-07-29 03:28:35
4,57,4300,POSTURE_CHANGE,2020-04-12 16:16:12
9,42,2311,MAILFILTER,2020-08-30 15:48:20
7,363,8841,SIGN_IN,2020-12-28 20:08:09
2,128,5128,POSTURE_CHANGE,2020-11-07 01:36:59
7,155,1566,MAILFILTER,2020-04-26 05:38:40
7,108,4176,DATA_DOWNLOAD,2020-01-18 10:57:03
6,180,3426,MAILFILTER,2020-11-10 19:39:27
6,198,2943,DATA_DOWNLOAD,2020-02-28 11:41:56
10,68,3647,DATA_DOWNLOAD,2020-05-25 09:11:12
10,34,4190,DATA_DOWNLOAD,2020-04-12 04:54:17
10,194,1991,MAILFILTER,2020-11-23 05:39:39
3,391,7212,SIGN_IN,2020-06-26 00:03:59
10,79,9234,SIGN_IN,2020-07-19 18:14:36
7,282,2407,POSTURE_CHANGE,2020-01-06 11:01:15
6,77,5352,SIGN_IN,2020-12-07 17:15:20
2,178,4747,DATA_DOWNLOAD,2020-03-07 04:44:25
6,51,7209,DATA_DOWNLOAD,2020-07-24 17:57:26
10,262,7294,DATA_DOWNLOAD,2020-09-14 20:54:40
3,299,9503,DATA_DOWNLOAD,2020-06-08 09:46:51
7,201,8205,DATA_DOWNLOAD,2020-01-02 18:41:22
8,137,7435,DATA_DOWNLOAD,2020-01-28 07:02:20
10,50,8806,POSTURE_CHANGE,2020-06-19 18:13:34
4,63,7894,POSTURE_CHANGE,2020-07-05 15:40:25
6,170,4712,POSTURE_CHANGE,2020-07-24 05:44:45
3,153,7240,SIGN_IN,2020-06-06 03:52:10
4,98,6051,SIGN_IN,2020-12-12 15:59:12
9,33,2356,MAILFILTER,2020-05-22 13:57:02
10,31,2158,MAILFILTER,2020-11-21 16:20:51
6,11,4055,MAILFILTER,2020-01-21 06:17:14
2,85,1430,SIGN_IN,2020-11-17 08:21:50
4,161,6963,DATA_DOWNLOAD,2020-11-13 00:00:57
2,193,7856,POSTURE_CHANGE,2020-04-01 23:08:03
10,55,4713,DATA_DOWNLOAD,2020-02-14 07:00:13
8,27,3284,SIGN_IN,2020-11-18 12:55:41
3,102,9119,DATA_DOWNLOAD,2020-06-27 07:02:11
3,386,7727,DATA_DOWNLOAD,2020-02-15 15:19:36
6,47,3782,SIGN_IN,2020-03-20 21:38:25
3,178,3522,SIGN_IN,2020-08-21 20:16:47
7,40,5524,DATA_DOWNLOAD,2020-11-04 13:35:15
1,11,7436,MAILFILTER,2020-04-25 01:31:40
6,131,8478,SIGN_IN,2020-08-29 19:50:05
2,141,7927,DATA_DOWNLOAD,2020-03-15 11:23:37
4,210,9030,POSTURE_CHANGE,2020-07-20 14:41:43
3,124,9423,SIGN_IN,2020-08-16 06:14:08
9,45,4041,POSTURE_CHANGE,2020-04-05 01:24:11
7,287,9684,DATA_DOWNLOAD,2020-08-15 08:01:08
2,80,7965,MAILFILTER,2020-04-16 15:28:02
4,269,4903,DATA_DOWNLOAD,2020-01-05 06:55:54
6,118,4973,DATA_DOWNLOAD,2020-12-22 03:45:11
7,237,7910,SIGN_IN,2020-12-18 06:34:33
2,73,8461,SIGN_IN,2020-02-11 17:54:40
3,66,6831,MAILFILTER,2020-09-22 17:17:41
10,60,2368,POSTURE_CHANGE,2020-05-10 05:12:39
7,216,2726,MAILFILTER,2020-02-03 07:55:07
3,21,6254,DATA_DOWNLOAD,2020-10-17 05:16:59
4,57,3818,DATA_DOWNLOAD,2020-07-05 11:30:13
7,92,5207,MAILFILTER,2020-02-15 08:43:54
1,40,6570,SIGN_IN,2020-06-19 13:09:41
10,12,3415,SIGN_IN,2020-06-22 05:03:43
3,6,8786,MAILFILTER,2020-01-29 08:51:00
2,201,4295,MAILFILTER,2020-01-13 00:32:52
7,379,2672,POSTURE_CHANGE,2020-10-17 07:01:24
2,193,8278,DATA_DOWNLOAD,2020-11-04 07:25:08
4,109,9719,MAILFILTER,2020-03-07 22:29:31
6,135,5464,POSTURE_CHANGE,2020-03-30 20:26:51
4,69,8490,POSTURE_CHANGE,2020-02-24 11:51:09
1,47,3835,POSTURE_CHANGE,2020-12-30 17:51:10
3,369,3498,MAILFILTER,2020-05-22 00:14:02
3,324,6432,POSTURE_CHANGE,2020-02-17 20:25:46
2,35,5363,DATA_DOWNLOAD,2020-03-03 04:06:05
6,71,2347,POSTURE_CHANGE,2020-08-13 06:10:16
4,185,5041,POSTURE_CHANGE,2020-10-28 20:09:28
7,203,6864,SIGN_IN,2020-03-22 05:16:53
2,159,9704,MAILFILTER,2020-09-22 08:22:34
8,188,3646,MAILFILTER,2020-08-20 17:25:57
3,397,7145,POSTURE_CHANGE,2020-03-18 12:47:13
8,74,4946,MAILFILTER,2020-01-10 02:23:24
2,183,7070,POSTURE_CHANGE,2020-05-03 05:54:41
2,141,2128,MAILFILTER,2020-08-16 12:59:56
6,158,5743,DATA_DOWNLOAD,2020-07-08 02:54:21
6,224,9976,POSTURE_CHANGE,2020-06-01 16:59:48
7,118,4948,POSTURE_CHANGE,2020-03-14 06:35:32
8,147,2373,SIGN_IN,2020-01-16 08:55:23
1,26,1537,SIGN_IN,2020-06-28 23:22:21
3,148,3420,MAILFILTER,2020-12-07 22:32:32
4,104,3843,POSTURE_CHANGE,2020-08-21 14:20:28
8,94,6789,SIGN_IN,2020-11-12 02:21:42
10,84,8916,SIGN_IN,2020-07-29 07:27:20
3,179,7111,MAILFILTER,2020-02-15 20:19:37
10,92,4168,DATA_DOWNLOAD,2020-08-04 23:58:19
7,82,7035,POSTURE_CHANGE,2020-06-14 10:51:06
3,71,7246,MAILFILTER,2020-10-05 11:18:06
4,141,9013,SIGN_IN,2020-11-21 18:05:15
3,254,7923,DATA_DOWNLOAD,2020-08-08 04:33:12
8,33,3048,MAILFILTER,2020-02-06 08:50:28
7,210,3045,POSTURE_CHANGE,2020-12-08 21:35:56
4,40,5992,DATA_DOWNLOAD,2020-04-12 17:45:50
3,373,1490,SIGN_IN,2020-10-07 21:28:28
6,215,4936,SIGN_IN,2020-02-09 02:20:26
8,66,2591,POSTURE_CHANGE,2020-11-11 04:01:30
7,103,5826,DATA_DOWNLOAD,2020-08-07 09:35:35
10,98,4355,MAILFILTER,2020-11-06 12:04:39
2,126,2308,SIGN_IN,2020-10-13 01:33:09
7,375,1765,SIGN_IN,2020-01-23 20:39:32
4,253,8952,DATA_DOWNLOAD,2020-09-09 03:26:24
4,12,8635,SIGN_IN,2020-03-02 10:34:33
10,276,3488,DATA_DOWNLOAD,2020-05-27 21:04:40
10,251,2246,DATA_DOWNLOAD,2020-05-12 18:43:03
6,53,8589,MAILFILTER,2020-01-21 17:02:08
3,363,3049,MAILFILTER,2020-03-05 03:16:16
9,46,9055,MAILFILTER,2020-03-24 01:11:58
7,369,9496,SIGN_IN,2020-07-17 01:29:39
